Entity,Code,Year,Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh
Lower-middle-income countries,,2006,22.793.058,2.056.379,10.343.002,23.876.332
Lower-middle-income countries,,2007,25.017.788,7.688.847,12.871.805,25.118.834
Lower-middle-income countries,,2008,28.686.094,8.936.414,15.916.511,23.458.276
Lower-middle-income countries,,2009,31.532.812,11.616.882,18.056.793,2.323.654
Lower-middle-income countries,,2010,3.394.342,22.069.448,21.907.661,24.690.303
Lower-middle-income countries,,2011,3.701.412,12.224.109,26.671.139,27.366.956
Lower-middle-income countries,,2012,40.289.253,3.141.129,3.035.956,2.513.418
Lower-middle-income countries,,2013,42.081.776,4.359.484,34.182.175,3.067.076
Lower-middle-income countries,,2014,4.572.452,6.001.485,3.854.988,30.754.987
Lower-middle-income countries,,2015,52.917.633,7.929.495,4.027.542,2.928.988
Lower-middle-income countries,,2016,4.868.915,15.079.771,52.428.333,30.351.303
Lower-middle-income countries,,2017,50.999.702,26.580.437,62.672.504,33.506.833
Lower-middle-income countries,,2018,6.678.398,42.837.578,74.080.894,33.280.484
Lower-middle-income countries,,2019,7.080.643,61.917.274,8.150.903,36.189.563
Lower-middle-income countries,,2020,7.453.367,8.438.736,8.206.469,3.658.841
Lower-middle-income countries,,2021,7.892.666,1.108.203,9.406.997,36.196.106
Luxembourg,LUX,1965,0,0,0,86.412
Luxembourg,LUX,1966,0,0,0,77.759
Luxembourg,LUX,1967,0,0,0,87.757
Luxembourg,LUX,1968,0,0,0,89.632
Luxembourg,LUX,1969,0,0,0,77.997
Luxembourg,LUX,1970,0,0,0,86.214
Luxembourg,LUX,1971,0,0,0,4.873
Luxembourg,LUX,1972,0,0,0,57.462
Luxembourg,LUX,1973,0,0,0,50.733
Luxembourg,LUX,1974,0,0,0,74.939
Luxembourg,LUX,1975,0,0,0,64.745
Luxembourg,LUX,1976,0,0,0,40.794
Luxembourg,LUX,1977,13,0,0,78.625
Luxembourg,LUX,1978,15,0,0,74.805
Luxembourg,LUX,1979,16,0,0,81.656
Luxembourg,LUX,1980,15,0,0,86.242
Luxembourg,LUX,1981,18,0,0,92.202
Luxembourg,LUX,1982,18,0,0,8.187
Luxembourg,LUX,1983,17,0,0,80.733
Luxembourg,LUX,1984,19,0,0,85.908
Luxembourg,LUX,1985,18,0,0,69.611
Luxembourg,LUX,1986,17,0,0,86.091
Luxembourg,LUX,1987,22,0,0,100.081
Luxembourg,LUX,1988,23,0,0,9.197
Luxembourg,LUX,1989,19,0,0,70.064
Luxembourg,LUX,1990,12.505,0,0,0.07
Luxembourg,LUX,1991,13.976,0,0,84
Luxembourg,LUX,1992,1.177,0,0,0.07
Luxembourg,LUX,1993,14.712,0,0,67
Luxembourg,LUX,1994,1.508,0,0,86
Luxembourg,LUX,1995,19.493,0,0,88
Luxembourg,LUX,1996,15.448,0,0,0.06
Luxembourg,LUX,1997,16.919,0,3,83
Luxembourg,LUX,1998,17.068,0,11,115
Luxembourg,LUX,1999,1.885,0,18,85
Luxembourg,LUX,2000,22.352,4,24.743,123.504
Luxembourg,LUX,2001,25.873,46,2.374,118.032
Luxembourg,LUX,2002,27.015,59,24.479,99.731
Luxembourg,LUX,2003,34.151,1.399,26.168,7.942
Luxembourg,LUX,2004,42.575,9.199,39.399,104.058
Luxembourg,LUX,2005,46.163,17.698,52.251,92.939
Luxembourg,LUX,2006,55.216,21.114,57.986,111.312
Luxembourg,LUX,2007,62.667,20.901,64.286,116.702
Luxembourg,LUX,2008,69.648,20.031,60.589,132.114
Luxembourg,LUX,2009,78.185,20.316,63.472,105.839
Luxembourg,LUX,2010,8.414,21.148,55.083,107.661
Luxembourg,LUX,2011,92.979,25.744,6.405,63
Luxembourg,LUX,2012,94.011,38.277,77.466,98.302
Luxembourg,LUX,2013,94.211,73.738,83.027,119.195
Luxembourg,LUX,2014,115.225,94.741,79.876,107.788
Luxembourg,LUX,2015,125.964,103.721,101.848,99.253
Luxembourg,LUX,2016,140.018,100.288,101.486,115.411
Luxembourg,LUX,2017,17.138,108.463,234.823,85.649
Luxembourg,LUX,2018,217.402,119.725,254.575,92.778
Luxembourg,LUX,2019,277.679,130.385,281.283,106.915
Luxembourg,LUX,2020,371.927,161.261,351.135,91.602
Luxembourg,LUX,2021,38.976.282,22.130.644,33.903.947,105.368.376
Malaysia,MYS,1965,0,0,0,587
Malaysia,MYS,1966,0,0,0,692
Malaysia,MYS,1967,0,0,0,725
Malaysia,MYS,1968,0,0,0,804
Malaysia,MYS,1969,0,0,0,1.014
Malaysia,MYS,1970,0,0,0,1.202
Malaysia,MYS,1971,0,0,0,1.046
Malaysia,MYS,1972,0,0,0,1.154
Malaysia,MYS,1973,0,0,0,1.108
Malaysia,MYS,1974,0,0,0,1.006
Malaysia,MYS,1975,0,0,0,1.005
Malaysia,MYS,1976,0,0,0,948
Malaysia,MYS,1977,0,0,0,769
Malaysia,MYS,1978,0,0,0,90.395.063
Malaysia,MYS,1979,0,0,0,11.035.241
Malaysia,MYS,1980,0,0,0,14.087.542
Malaysia,MYS,1981,0,0,0,15.613.693
Malaysia,MYS,1982,0,0,0,15.026.711
Malaysia,MYS,1983,0,0,0,17.492.031
Malaysia,MYS,1984,0,0,0,34.514.477
Malaysia,MYS,1985,0,0,0,37.684.176
Malaysia,MYS,1986,0,0,0,4.120.606
Malaysia,MYS,1987,0,0,0,49.658.585
Malaysia,MYS,1988,0,0,0,5.728.934
Malaysia,MYS,1989,0,0,0,5.294.568
Malaysia,MYS,1990,0,0,0,4.026.689
Malaysia,MYS,1991,0,0,0,44.493.155
Malaysia,MYS,1992,0,0,0,4.286
Malaysia,MYS,1993,0,0,0,4.853
Malaysia,MYS,1994,0,0,0,6.483
Malaysia,MYS,1995,0,0,0,6.218
Malaysia,MYS,1996,0,0,0,5.184
Malaysia,MYS,1997,0,0,0,4.173
Malaysia,MYS,1998,0,0,0,4.457
Malaysia,MYS,1999,0,0,0,7.552
Malaysia,MYS,2000,570.903,0,0,6.994
Malaysia,MYS,2001,574.094,0,0,6.066
Malaysia,MYS,2002,4.044,0,0,5.415
Malaysia,MYS,2003,4.165,0,0,05.09
Malaysia,MYS,2004,57.636,0,0,5.573
Malaysia,MYS,2005,5.925,0,0,6.007
Malaysia,MYS,2006,623.964,0,0,6.323
Malaysia,MYS,2007,759.773,0,0,5.957
Malaysia,MYS,2008,796.761,0,0,7.807
Malaysia,MYS,2009,1.393.368,0,0,6.89
Malaysia,MYS,2010,12.629.545,0,0,6.361
Malaysia,MYS,2011,1.537.535,0,0,8.056
Malaysia,MYS,2012,15.016.624,7,0,9.251
Malaysia,MYS,2013,110.359,141,0,11.7987
Malaysia,MYS,2014,693,227,0,13.388
Malaysia,MYS,2015,751,273,0,13.924
Malaysia,MYS,2016,0.76,0.31,0,20.024
Malaysia,MYS,2017,765,0.33,0,26.846
Malaysia,MYS,2018,1.351,632,0,26.325
Malaysia,MYS,2019,16.189.669,943.489,0,26.196
Malaysia,MYS,2020,16.319.377,11.722.218,0,27.923.277
Malaysia,MYS,2021,16.377.085,15.038.167,0,323.558
Mexico,MEX,1965,0,0,0,8.863
Mexico,MEX,1966,0,0,0,10.118
Mexico,MEX,1967,0,0,0,11.017
Mexico,MEX,1968,0,0,0,12.642
Mexico,MEX,1969,0,0,0,13.406
Mexico,MEX,1970,0,0,0,15.005
Mexico,MEX,1971,0,0,0,14.572
Mexico,MEX,1972,0,0,0,15.531
Mexico,MEX,1973,161,0,0,16.371
Mexico,MEX,1974,463,0,0,16.708
Mexico,MEX,1975,518,0,0,15.182
Mexico,MEX,1976,579,0,0,17.255
Mexico,MEX,1977,592,0,0,19.193
Mexico,MEX,1978,598,0,0,16.217
Mexico,MEX,1979,1.019,0,0,18.008
Mexico,MEX,1980,915,0,0,16.91
Mexico,MEX,1981,964,0,0,24.618
Mexico,MEX,1982,1.296,0,0,22.924
Mexico,MEX,1983,1.353,0,0,20.733
Mexico,MEX,1984,1.424,0,0,23.603
Mexico,MEX,1985,1.641,0,0,28.427.292
Mexico,MEX,1986,3.394,0,0,212.975
Mexico,MEX,1987,4.418,0,0,19.285.194
Mexico,MEX,1988,4.633,0,0,21.836.111
Mexico,MEX,1989,4.675,0,0,25.354.195
Mexico,MEX,1990,5.124,1,1,24.480.944
Mexico,MEX,1991,58.325.124,2,1,22.625.263
Mexico,MEX,1992,6.365.523,3,1,26.813.694
Mexico,MEX,1993,64.997.606,4,1,2.665.493
Mexico,MEX,1994,62.185.254,5,5,2.027.132
Mexico,MEX,1995,64.144.435,5,7,27.598.667
Mexico,MEX,1996,6.184.555,6,6,31.336.277
Mexico,MEX,1997,58.832.464,6,12,26.362.097
Mexico,MEX,1998,6.138.586,7,15,24.592.945
Mexico,MEX,1999,60.600.014,7,17,3.271.232
Mexico,MEX,2000,6.358.645,7,19,3.307.488
Mexico,MEX,2001,6.247.497,8,18,2.843.533
Mexico,MEX,2002,607.106,8,21,2.486.159
Mexico,MEX,2003,69.497.128,8,19,19.852.205
Mexico,MEX,2004,7.261.834,9,0.02,25.176.394
Mexico,MEX,2005,8.137.519,9,19,27.709.446
Mexico,MEX,2006,74.873.867,0.01,45,30.446.474
Mexico,MEX,2007,8.249.913,9,248,27.339.674
Mexico,MEX,2008,7.896.158,19,255,39.223.907
Mexico,MEX,2009,7.547.069,27,59.635.276,26.722.006
Mexico,MEX,2010,74.460.497,31,12.391.111,3.715.799
Mexico,MEX,2011,73.669.243,41,16.483.214,3.627.042
Mexico,MEX,2012,67.609.353,69,36.883.104,31.910.688
Mexico,MEX,2013,7.322.261,106,4.184.544,28.021.322
Mexico,MEX,2014,71.366.343,221,64.261.966,3.889.277
Mexico,MEX,2015,7.632.154,2.021.975,8.745.094,3.089.154
Mexico,MEX,2016,76.092.916,25.227.612,10.378.095,30.697.353
Mexico,MEX,2017,8.123.817,11.865.062,106.197.815,31.847.656
Mexico,MEX,2018,7.648.148,3.18,13.088.611,32.485.554
Mexico,MEX,2019,7.452.208,7.366.667,16.726.667,23.608.055
Mexico,MEX,2020,70.345.683,9.452.778,1.970.226,26.935.242
Mexico,MEX,2021,69.060.345,11.907.885,2.090.211,34.722.054
Middle Africa (BP),,1980,0,0,0,6.639
Middle Africa (BP),,1981,0,0,0,7.012
Middle Africa (BP),,1982,0,0,0,7.3
Middle Africa (BP),,1983,0,0,0,7.709
Middle Africa (BP),,1984,0,0,0,8.065
Middle Africa (BP),,1985,0,0,0,9.145
Middle Africa (BP),,1986,0,0,0,9.438
Middle Africa (BP),,1987,0,0,0,9.454
Middle Africa (BP),,1988,0,0,0,9.604
Middle Africa (BP),,1989,0,0,0,11.446
Middle Africa (BP),,1990,3,0,0,10.288
Middle Africa (BP),,1991,8,0,0,9.976
Middle Africa (BP),,1992,8,0,0,10.821
Middle Africa (BP),,1993,8,0,0,10.213
Middle Africa (BP),,1994,9,0,0,9.732
Middle Africa (BP),,1995,9,0,0,10.831
Middle Africa (BP),,1996,7,0,0,10.867
Middle Africa (BP),,1997,7,0,0,10.138
Middle Africa (BP),,1998,7,0,0,9.925
Middle Africa (BP),,1999,7,0,0,10.329
Middle Africa (BP),,2000,7,0,0,11.3698
Middle Africa (BP),,2001,7,48,0,11.6278
Middle Africa (BP),,2002,7,405,0,11.7401
Middle Africa (BP),,2003,7,587,0,12.1539
Middle Africa (BP),,2004,7,834,0,140.842
Middle Africa (BP),,2005,8,1.256,0,144.952
Middle Africa (BP),,2006,0.65,1.637,0,15.683
Middle Africa (BP),,2007,84,4.487,0,15.161
Middle Africa (BP),,2008,85,7.803,0,16.231
Middle Africa (BP),,2009,79,10.288,0,16.159
Middle Africa (BP),,2010,67,13.519,0,168.348
Middle Africa (BP),,2011,0.07,16.594,0,17.13
Middle Africa (BP),,2012,73,20.063,0,169.384
Middle Africa (BP),,2013,78,23.546,0,194.839
Middle Africa (BP),,2014,82,28.389,0,206.817
Middle Africa (BP),,2015,45,32.699,0,210.916
Middle Africa (BP),,2016,48,38.616,89,221.116
Middle Africa (BP),,2017,48.976,45.344,89,24.865.995
Middle Africa (BP),,2018,50.622,69.895,89,28.182.573
Middle Africa (BP),,2019,5.259,69.895,89,3.011.991
Middle Africa (BP),,2020,5.273.408,71.159.944,8.924.383,3.267.672
Middle Africa (BP),,2021,5.259,7.113.727,89,3.336.135
Middle Africa (BP),,1965,,,,3.935
Middle Africa (BP),,1966,,,,4.093
Middle Africa (BP),,1967,,,,3.846
Middle Africa (BP),,1968,,,,4.012
Middle Africa (BP),,1969,,,,4.36
Middle Africa (BP),,1970,,,,4.865
Middle Africa (BP),,1971,,,,5.19
Middle Africa (BP),,1972,,,,5.31
Middle Africa (BP),,1973,,,,5.756
Middle Africa (BP),,1974,,,,5.651
Middle Africa (BP),,1975,,,,6.207
Middle Africa (BP),,1976,,,,5.975
Middle Africa (BP),,1977,,,,6.132
Middle Africa (BP),,1978,,,,6.161
Middle Africa (BP),,1979,,,,6.299
Middle East (BP),,1971,0,0,0,37.548.983
Middle East (BP),,1972,0,0,0,45.691.648
Middle East (BP),,1973,0,0,0,37.504.175
Middle East (BP),,1974,0,0,0,48.159.366
Middle East (BP),,1975,0,0,0,54.404.545
Middle East (BP),,1976,0,0,0,63.250.394
Middle East (BP),,1977,0,0,0,70.982.018
Middle East (BP),,1978,0,0,0,9.812.257
Middle East (BP),,1979,0,0,0,9.615.829
Middle East (BP),,1980,0,0,0,9.682.702
Middle East (BP),,1981,0,0,0,10.214.353
Middle East (BP),,1982,0,0,0,10.605.872
Middle East (BP),,1983,0,0,0,1.022.087
Middle East (BP),,1984,0,0,0,10.373.285
Middle East (BP),,1985,0,0,0,10.438
Middle East (BP),,1986,0,0,0,11.079
Middle East (BP),,1987,0,0,0,13.915
Middle East (BP),,1988,0,0,0,14.299
Middle East (BP),,1989,0,0,0,12.624
Middle East (BP),,1990,0,0,1,15.273.264
Middle East (BP),,1991,0,0,1,11.009.184
Middle East (BP),,1992,0,0,1,17.827.066
Middle East (BP),,1993,0,0,1,20.046.732
Middle East (BP),,1994,0,0,1,1.654.976
Middle East (BP),,1995,0,0,1,18.652.706
Middle East (BP),,1996,0,0,1,18.698.376
Middle East (BP),,1997,0,0,3,15.927.055
Middle East (BP),,1998,0,0,3,1.721.056
Middle East (BP),,1999,0,0,38,1.180.105
Middle East (BP),,2000,3,0,395,10.722.177
Middle East (BP),,2001,5,0,467,11.617.796
Middle East (BP),,2002,5,0,443,16.823.881
Middle East (BP),,2003,6,0,426,18.484.583
Middle East (BP),,2004,6,0,614,23.082.361
Middle East (BP),,2005,5,0,86,23.918.102
Middle East (BP),,2006,6,1,1.394,28.254.223
Middle East (BP),,2007,0.01,1,155,26.705.812
Middle East (BP),,2008,16,3.509,2.101,13.690.433
Middle East (BP),,2009,507,34.263,2.405,12.116.322
Middle East (BP),,2010,802,977.515,1.823,17.390.324
Middle East (BP),,2011,217.844,226.665,2.243,18.255.754
Middle East (BP),,2012,219.444,4.309.066,2.953,21.407.372
Middle East (BP),,2013,183.244,691.371,235.789,23.509.758
Middle East (BP),,2014,268.444,13.069.485,219.578,1.994.348
Middle East (BP),,2015,211.444,1.838.847,280.589,16.767.385
Middle East (BP),,2016,324.144,2.780.138,563,20.145.979
Middle East (BP),,2017,329.384,3.545.037,792.871,20.614.758
Middle East (BP),,2018,343.984,5.411.068,1.467.211,12.780.051
Middle East (BP),,2019,36.043,1.015.524,1.617.493,4.056.568
Middle East (BP),,2020,37.408.626,12.667.598,26.210.256,2.809.854
Middle East (BP),,2021,41.840.345,15.211.198,28.963.327,1.950.412
Middle East (BP),,1965,,,,2.345.857
Middle East (BP),,1966,,,,25.461.166
Middle East (BP),,1967,,,,28.287.957
Middle East (BP),,1968,,,,30.811.522
Middle East (BP),,1969,,,,33.959.281
Middle East (BP),,1970,,,,357.964
Morocco,MAR,1965,0,0,0,1.213
Morocco,MAR,1966,0,0,0,1.054
Morocco,MAR,1967,0,0,0,932
Morocco,MAR,1968,0,0,0,1.058
Morocco,MAR,1969,0,0,0,1.368
Morocco,MAR,1970,0,0,0,1.346
Morocco,MAR,1971,0,0,0,1.52
Morocco,MAR,1972,0,0,0,1.596
Morocco,MAR,1973,0,0,0,1.192
Morocco,MAR,1974,0,0,0,1.337
Morocco,MAR,1975,0,0,0,1.016
Morocco,MAR,1976,0,0,0,998
Morocco,MAR,1977,0,0,0,1.365
Morocco,MAR,1978,0,0,0,1.416
Morocco,MAR,1979,0,0,0,1.582
Morocco,MAR,1980,0,0,0,1.515
Morocco,MAR,1981,0,0,0,1.024
Morocco,MAR,1982,0,0,0,572
Morocco,MAR,1983,0,0,0,481
Morocco,MAR,1984,0,0,0,366
Morocco,MAR,1985,0,0,0,486
Morocco,MAR,1986,0,0,0,643
Morocco,MAR,1987,0,0,0,825
Morocco,MAR,1988,0,0,0,936
Morocco,MAR,1989,0,0,0,1.157
Morocco,MAR,1990,0,0,0,1.22
Morocco,MAR,1991,0,0,0,1.226
Morocco,MAR,1992,0,0,0,964
Morocco,MAR,1993,0,0,0,443
Morocco,MAR,1994,0,0,0,0.84
Morocco,MAR,1995,0,0,0,611
Morocco,MAR,1996,0,0,0,1.957
Morocco,MAR,1997,0,0,0,2.083
Morocco,MAR,1998,0,0,0,1.777
Morocco,MAR,1999,0,0,0,825
Morocco,MAR,2000,0,0,64,718
Morocco,MAR,2001,0,0,2.058,8.623
Morocco,MAR,2002,0,10.101,1.939,842
Morocco,MAR,2003,0,10.101,2.028,14.417.117
Morocco,MAR,2004,0,10.101,1.989,1.5913
Morocco,MAR,2005,0,10.101,2.063,9.647
Morocco,MAR,2006,0,10.101,1.832,9.825
Morocco,MAR,2007,0,10.101,2.789,902
Morocco,MAR,2008,0,10.101,2.982,9.158
Morocco,MAR,2009,0,10.101,3.911,2.5683
Morocco,MAR,2010,0,10.101,6.588,3.4678
Morocco,MAR,2011,0,10.101,6.922,2.1954
Morocco,MAR,2012,0,101.283,728,1.631
Morocco,MAR,2013,0,10.101,1.2149,2.785
Morocco,MAR,2014,0,10.101,1.9238,1.6374
Morocco,MAR,2015,0,57,2.5194,1.885
Morocco,MAR,2016,0,4.015,3.2001,1.2557
Morocco,MAR,2017,0,4.153,3.0349,1.184.712
Morocco,MAR,2018,0,950.155,3.840.743,1.693.443
Morocco,MAR,2019,0,1.581.462,469.919,1.262.781
Morocco,MAR,2020,0,15.198.336,4.591.891,86.763.716
Morocco,MAR,2021,0,18.202.063,510.667,81.830.716
Netherlands,NLD,1965,0,0,0,0
Netherlands,NLD,1966,0,0,0,0
Netherlands,NLD,1967,0,0,0,0
Netherlands,NLD,1968,0,0,0,0
Netherlands,NLD,1969,0,0,0,0
Netherlands,NLD,1970,0,0,0,0
Netherlands,NLD,1971,0,0,0,0
Netherlands,NLD,1972,0,0,0,0
Netherlands,NLD,1973,0,0,0,0
Netherlands,NLD,1974,0,0,0,0
Netherlands,NLD,1975,803,0,0,0
Netherlands,NLD,1976,872,0,0,0
Netherlands,NLD,1977,867,0,0,0
Netherlands,NLD,1978,1.211,0,0,0
Netherlands,NLD,1979,1.106,0,0,0
Netherlands,NLD,1980,1.024,0,0,0
Netherlands,NLD,1981,1.085,0,0,0
Netherlands,NLD,1982,265,0,0,0
Netherlands,NLD,1983,231,0,0,0
Netherlands,NLD,1984,17,0,0,0
Netherlands,NLD,1985,441,0,0,3
Netherlands,NLD,1986,553,0,1,3
Netherlands,NLD,1987,702,0,2,1
Netherlands,NLD,1988,835,0,16,2
Netherlands,NLD,1989,0.9,0,23,37
Netherlands,NLD,1990,0.67,0,56,85
Netherlands,NLD,1991,0.75,0,88,104
Netherlands,NLD,1992,752,1,147,0.12
Netherlands,NLD,1993,863,1,174,92
Netherlands,NLD,1994,939,1,238,0.1
Netherlands,NLD,1995,1.017,1,317,88
Netherlands,NLD,1996,1.316,2,437,0.08
Netherlands,NLD,1997,1.463,2,475,92
Netherlands,NLD,1998,1.590.281,35,0.64,11.231
Netherlands,NLD,1999,1.788.338,527,645,90.249
Netherlands,NLD,2000,2.013.194,771,829,142.393
Netherlands,NLD,2001,2.358.034,1.306,825,117.324
Netherlands,NLD,2002,2.906.752,1.704,946,109.636
Netherlands,NLD,2003,2.547.534,3.074,1.318,72.023
Netherlands,NLD,2004,3.324.906,3.314,1.867,95.732
Netherlands,NLD,2005,5.276.719,34.199,2.067,88
Netherlands,NLD,2006,5.194,35.223,2.734,105.199
Netherlands,NLD,2007,4.026.282,35.712,3.437,107
Netherlands,NLD,2008,5.082.893,38.889,4.258.333,0.1
Netherlands,NLD,2009,6.111,44.444,4.583.333,97.222
Netherlands,NLD,2010,7.058.056,59.444,3.993.056,104.167
Netherlands,NLD,2011,7.083.559,100.344,5.100.171,57
Netherlands,NLD,2012,7.203.605,253.753,4.981.829,104.388
Netherlands,NLD,2013,5.954,5.159,5.627.148,114.312
Netherlands,NLD,2014,5.013.182,784.762,5.797.334,111.925
Netherlands,NLD,2015,4.93,1.121.509,7.549.873,93
Netherlands,NLD,2016,490.458,1.559.424,8.170.458,1.010.101
Netherlands,NLD,2017,459.935,2.204.346,10.568.801,61.616.164
Netherlands,NLD,2018,4.571.278,3.709.364,10.548.511,7.272.727
Netherlands,NLD,2019,5.814.188,5.399.406,11.507.927,7.474.747
Netherlands,NLD,2020,8.847.524,8.764.745,1.533.913,46.464.644
Netherlands,NLD,2021,10.798.826,11.435.667,17.894.152,8.888.889
New Zealand,NZL,1965,1.348,0,0,1.001.878
New Zealand,NZL,1966,1.359,0,0,10.805.433
New Zealand,NZL,1967,1.134,0,0,11.220.857
New Zealand,NZL,1968,1.295,0,0,11.773.282
New Zealand,NZL,1969,1.327,0,0,1.163.628
New Zealand,NZL,1970,1.273,0,0,1.267.042
New Zealand,NZL,1971,1.256,0,0,14.393.986
New Zealand,NZL,1972,1.257,0,0,15.264.607
New Zealand,NZL,1973,1.243,0,0,1.509.667
New Zealand,NZL,1974,20.790.577,0,0,15.188.889
New Zealand,NZL,1975,21.061.628,0,0,16.663.637
New Zealand,NZL,1976,2.054.847,0,0,1.549.899
New Zealand,NZL,1977,19.780.049,0,0,14.720.202
New Zealand,NZL,1978,20.011.628,0,0,156.595.955
New Zealand,NZL,1979,18.775.839,0,0,18.443.434
New Zealand,NZL,1980,19.714.787,0,0,19.364.647
New Zealand,NZL,1981,1.938.584,0,0,19.679.798
New Zealand,NZL,1982,19.683.207,0,0,1.830.404
New Zealand,NZL,1983,19.863.839,0,0,19.751.514
New Zealand,NZL,1984,21.384.313,0,0,20.376.768
New Zealand,NZL,1985,20.102.081,0,0,19.707.859
New Zealand,NZL,1986,20.830.345,0,0,22.097.696
New Zealand,NZL,1987,20.779.002,0,0,21.928.556
New Zealand,NZL,1988,2.087.283,0,0,22.962.656
New Zealand,NZL,1989,2.578.135,0,0,22.558.859
New Zealand,NZL,1990,29.529.426,0,0,23.185.303
New Zealand,NZL,1991,31.218.293,0,0,22.894.464
New Zealand,NZL,1992,30.693.219,0,690.909,21.092.667
New Zealand,NZL,1993,32.180.853,0,985.859,23.492.899
New Zealand,NZL,1994,30.746.424,0,1.010.101,2.583.708
New Zealand,NZL,1995,30.245.616,0,1.010.101,27.534.758
New Zealand,NZL,1996,29.514.518,0,8.326.263,2.618.293
New Zealand,NZL,1997,30.464.327,0,13.593.556,23.258.162
New Zealand,NZL,1998,33.079.102,0,22.069.696,25.319.334
New Zealand,NZL,1999,35.562.158,0,3.899.293,22.919.535
New Zealand,NZL,2000,37.408.855,0,120.208.085,24.434.969
New Zealand,NZL,2001,35.297.565,0,13.898.788,21.681.162
New Zealand,NZL,2002,33.669.994,0,15.548.317,24.873.026
New Zealand,NZL,2003,32.766.335,0,14.654.097,23.622.797
New Zealand,NZL,2004,33.947.048,0,36.153.665,27.240.088
New Zealand,NZL,2005,38.075.435,0,6.143.859,23.327.555
New Zealand,NZL,2006,40.715.566,0,6.222.169,23.573.221
New Zealand,NZL,2007,42.583.714,3.405.895,92.987.984,236.405
New Zealand,NZL,2008,4.893.002,3.455.616,10.584.577,22.347.338
New Zealand,NZL,2009,5.582.571,3.589.863,14.764.609,24.217.442
New Zealand,NZL,2010,6.608.745,3.828.525,16.371.758,24.726.507
New Zealand,NZL,2011,69.373.813,4.126.869,19.572.189,25.110.668
New Zealand,NZL,2012,71.866.794,4.822.949,20.791.955,22.896.656
New Zealand,NZL,2013,7.578.271,6.684.401,20.218.704,23.029.074
New Zealand,NZL,2014,8.363.213,18.719.712,22.112.238,2.431.806
New Zealand,NZL,2015,8.959.386,3.660.029,236.413,24.529.943
New Zealand,NZL,2016,8.945.971,56.519.784,23.407.655,2.593.505
New Zealand,NZL,2017,8.977.402,76.848.954,2.091.049,25.175.854
New Zealand,NZL,2018,8.898.494,100.447.185,20.679.657,2.625.458
New Zealand,NZL,2019,8.981.838,1.275.935,22.556.674,25.598.652
New Zealand,NZL,2020,9.017.193,16.023.193,2.304.797,24.268.194
New Zealand,NZL,2021,9.014.577,2.048.571,2.642.094,24.223.217
Non-OECD (BP),,1965,0,0,0,20.550.403
Non-OECD (BP),,1966,0,0,0,22.500.163
Non-OECD (BP),,1967,0,0,0,22.682.933
Non-OECD (BP),,1968,0,0,0,25.871.475
Non-OECD (BP),,1969,0,0,0,28.353.003
Non-OECD (BP),,1970,57.093.334,0,0,31.243.375
Non-OECD (BP),,1971,2.251.386,0,0,32.892.706
Non-OECD (BP),,1972,22.505.975,0,0,34.728.278
Non-OECD (BP),,1973,23.957.705,0,0,3.635.008
Non-OECD (BP),,1974,2.518.155,0,0,40.117.343
Non-OECD (BP),,1975,2.805.168,0,0,4.176.516
Non-OECD (BP),,1976,32.733.002,0,0,4.483.687
Non-OECD (BP),,1977,36.018.486,0,0,48.975.986
Non-OECD (BP),,1978,3.984.917,0,0,54.083.716
Non-OECD (BP),,1979,4.910.943,0,0,5.756.187
Non-OECD (BP),,1980,6.325.481,0,0,61.945.355
Non-OECD (BP),,1981,86.919.365,0,0,6.400.589
Non-OECD (BP),,1982,9.309.695,0,0,64.154.565
Non-OECD (BP),,1983,11.086.061,0,0,6.674.761
Non-OECD (BP),,1984,11.324.791,0,0,72.804.846
Non-OECD (BP),,1985,11.828.258,0,0,766.988
Non-OECD (BP),,1986,12.043.505,0,0,79.971.075
Non-OECD (BP),,1987,118.099.165,0,0,8.250.114
Non-OECD (BP),,1988,12.005.912,0,0,8.751.517
Non-OECD (BP),,1989,12.956.703,0,0,89.675.433
Non-OECD (BP),,1990,15.417.915,2,34.333.333,9.292.613
Non-OECD (BP),,1991,1.548.251,2,12.300.091,965.396
Non-OECD (BP),,1992,17.113.373,3,22.078.313,977.707
Non-OECD (BP),,1993,16.804.276,4,31.203.565,10.345.187
Non-OECD (BP),,1994,18.820.713,5,5.899.073,10.919.196
Non-OECD (BP),,1995,22.515.495,8.010.101,11.282.852,11.318.097
Non-OECD (BP),,1996,23.660.301,15.060.606,10.246.195,1.129.474
Non-OECD (BP),,1997,27.072.464,17.062.606,13.045.784,11.492.561
Non-OECD (BP),,1998,29.586.843,20.089.606,15.659.337,12.023.615
Non-OECD (BP),,1999,3.452.765,23.196.615,21.388.931,12.090.795
Non-OECD (BP),,2000,3.921.229,44.632.446,26.595.974,12.514.701
Non-OECD (BP),,2001,41.591.484,6.454.694,36.127.121,12.852.117
Non-OECD (BP),,2002,43.616.936,8.758.688,3.907.609,13.096.598
Non-OECD (BP),,2003,47.146.294,11.402.237,467.834,13.300.963
Non-OECD (BP),,2004,5.069.905,13.750.423,78.997.703,14.931.588
Non-OECD (BP),,2005,54.292.282,16.289.544,9.469.675,15.760.785
Non-OECD (BP),,2006,6.104.571,21.474.116,15.197.648,16.633.641
Non-OECD (BP),,2007,7.004.063,31.159.696,20.124.887,17.497.335
